job_id,job_title,company_name,company_rating,location,scraped_city,role_category,experience_raw,experience_min_yrs,experience_max_yrs
14219,DIGITAL MARKETING,Amici Global Solutions,4.0,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,0-2 Yrs,0.0,2.0
14220,Python Developer - 17 April - Virtual Interview,Tata Consultancy Services,3.3,"Kolkata, Bengaluru, Delhi / NCR",Kolkata,Machine Learning Engineer,5-10 Yrs,5.0,10.0
14221,AI QA Specialist,Hitachi Digital Services,3.5,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,3-6 Yrs,3.0,6.0
14222,US-IT Business Development Executive,Miracle Solution,3.6,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,0-2 Yrs,0.0,2.0
14223,Sales Manager - Individual Contributor,Techokids,4.0,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,0-5 Yrs,0.0,5.0
14224,Python Software Developer,Tata Consultancy Services,3.3,Kolkata,Kolkata,Machine Learning Engineer,4-9 Yrs,4.0,9.0
14225,Agentic AI Developer - Consultant,Grant Thornton India Pvt Ltd,3.4,"Kolkata, Bengaluru",Kolkata,Machine Learning Engineer,2-4 Yrs,2.0,4.0
14226,GenAI / AgenticAI Engineer - F2F Interview on 6'Jun'26,Think People Solutions,3.6,Hybrid - Kolkata,Kolkata,Machine Learning Engineer,3-8 Yrs,3.0,8.0
14227,Language Data Contributor,Wing Assistant,4.3,"Kolkata, Siliguri, Asansol, Durgapur, Haldia",Kolkata,Machine Learning Engineer,1-4 Yrs,1.0,4.0
14228,Instructor - Data Science,Webel Computer Training Centre,4.4,Kolkata,Kolkata,Machine Learning Engineer,2-7 Yrs,2.0,7.0
14229,"Faculty - Python, Data Analytics & AI Automation",The British Institutes,3.5,Kolkata,Kolkata,Machine Learning Engineer,2-7 Yrs,2.0,7.0
14230,DATA SCIENCE OFFICER MANAGEMENT INFORMATION SYSTEM,Mendine Pharmaceuticals,4.5,Kolkata,Kolkata,Machine Learning Engineer,1-4 Yrs,1.0,4.0
14231,Data Migration Pl SQL Professional,Issac Technologies,4.0,Kolkata,Kolkata,Machine Learning Engineer,5-10 Yrs,5.0,10.0
14232,IN-Associate_AI ML_Digital Integration_Advisory,PwC Service Delivery Center,3.3,Kolkata,Kolkata,Machine Learning Engineer,3-8 Yrs,3.0,8.0
14233,Customer support executive,House of Edtech,4.2,Kolkata,Kolkata,Machine Learning Engineer,0-3 Yrs,0.0,3.0
14234,IN_Senior Associate_AI ML_Digital Integration_Advisory,PwC Service Delivery Center,3.3,Kolkata,Kolkata,Machine Learning Engineer,3-8 Yrs,3.0,8.0
14235,Azure Administrator-@Infosys,Infosys,3.5,"Hybrid - Kolkata, Bhopal, Ahmedabad",Kolkata,Machine Learning Engineer,5-10 Yrs,5.0,10.0
14236,Manager-II - IT CUSTOMER & DISTRIBUTION SYS,ICICI Prudential Life,3.9,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,3-7 Yrs,3.0,7.0
14237,Walkin Drive Kolkata - AI ML Developer,Tata Consultancy Services,3.3,Kolkata,Kolkata,Machine Learning Engineer,13 Jun,13.0,8.0
14238,Senior AI/ML Engineer,Hiringhood,3.6,Kolkata,Kolkata,Machine Learning Engineer,5-9 Yrs,5.0,9.0
14239,AI/ML Engineer,Mahiruho Consulting Services,4.9,Kolkata,Kolkata,Machine Learning Engineer,3-5 Yrs,3.0,5.0
14240,Agentic AI Engineer,Quantum Business Advisory (QBA),3.4,Hybrid - Kolkata,Kolkata,Machine Learning Engineer,5-10 Yrs,5.0,10.0
14241,Full-Stack AI Engineer,Steora Systems,3.6,Kolkata,Kolkata,Machine Learning Engineer,2-4 Yrs,2.0,4.0
14242,Backend Software Engineer - Scala / Distributed Systems [HR170],SWS Smart Working Solutions,3.3,Kolkata,Kolkata,Machine Learning Engineer,2-7 Yrs,2.0,7.0
14243,Senior Full Stack Engineer,SWS Smart Working Solutions,3.3,Kolkata,Kolkata,Machine Learning Engineer,5-10 Yrs,5.0,10.0
14244,Senior Security Engineer,SWS Smart Working Solutions,3.3,Kolkata,Kolkata,Machine Learning Engineer,2-3 Yrs,2.0,3.0
14245,Senior ServiceNow Engineer,SWS Smart Working Solutions,3.3,Kolkata,Kolkata,Machine Learning Engineer,6-11 Yrs,6.0,11.0
14246,Senior Full-Stack Engineer,SWS Smart Working Solutions,3.3,Kolkata,Kolkata,Machine Learning Engineer,2-7 Yrs,2.0,7.0
14247,Senior Full Stack Engineer,Outsourcedwell,3.6,Kolkata,Kolkata,Machine Learning Engineer,2-6 Yrs,2.0,6.0
14248,Structural Analysis and Bridge Monitoring Engineer,TPF Engineering,3.7,Kolkata,Kolkata,Machine Learning Engineer,2-3 Yrs,2.0,3.0
14249,Senior Software Engineer,Sunquest Information Systems,3.2,Kolkata,Kolkata,Machine Learning Engineer,3-7 Yrs,3.0,7.0
14250,Python Engineer,East India Securities,2.9,Kolkata,Kolkata,Machine Learning Engineer,2-7 Yrs,2.0,7.0
14251,Azure Support Engineer â€“ Level 2,ValuePoint,3.5,Kolkata,Kolkata,Machine Learning Engineer,5-8 Yrs,5.0,8.0
14252,Product Engineer,Codeclouds It Solutions,3.9,Kolkata,Kolkata,Machine Learning Engineer,2-5 Yrs,2.0,5.0
14253,Senior Full Stack Engineer (Product & AI-Focused),SWS Smart Working Solutions,3.3,Kolkata,Kolkata,Machine Learning Engineer,6-10 Yrs,6.0,10.0
14254,Satellite Engineer,Yokogawa Electric International Pte,3.7,Kolkata,Kolkata,Machine Learning Engineer,2-6 Yrs,2.0,6.0
14255,Session Lead - Integrated Risk and Compliance Services,Udacity,3.4,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,2-5 Yrs,2.0,5.0
14256,Technical Lead-.Net/Angular,PointAbout Inc.,3.1,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,8-13 Yrs,8.0,13.0
14257,Sr Developer / Tech Lead,Krazy Mantra It,3.6,"Kolkata, Noida, Mumbai, Hyderabad, Pune, Chennai, Gurugram, Greater Noida, Bengaluru",Kolkata,Machine Learning Engineer,7-10 Yrs,7.0,10.0
14258,Tech Lead- AI & Gen AI,Heptarc Talent Acquisition,2.1,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,7-10 Yrs,7.0,10.0
14259,Technical Lead - GrapheneAI,Graphene Ai,2.7,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,7-12 Yrs,7.0,12.0
14260,Agentic AI Developer,Tata Consultancy Services,3.3,Kolkata,Kolkata,Machine Learning Engineer,4-8 Yrs,4.0,8.0
14261,Gen AI/Agentic AI,Ltimindtree,3.6,"Hybrid - Kolkata, Hyderabad, Bengaluru",Kolkata,Machine Learning Engineer,6-11 Yrs,6.0,11.0
14262,Graphic Designer (Fresher),Notion Studios Kolkata,3.6,Kolkata(Ballygunge),Kolkata,Machine Learning Engineer,0-2 Yrs,0.0,2.0
14263,Architect,Cognizant,3.7,Kolkata,Kolkata,Machine Learning Engineer,12-16 Yrs,12.0,16.0
14264,Java Full Stack Developer with AI/ML,Vrinda International,3.6,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,3-8 Yrs,3.0,8.0
14265,"Associate, Travel, Safety & Security",Jobgether,3.6,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,2-7 Yrs,2.0,7.0
14266,Event Project Manager,Jobgether,3.6,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,2-7 Yrs,2.0,7.0
14267,Senior Business Development Representative,Jobgether,3.6,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,2-7 Yrs,2.0,7.0
14268,Manager Sales - West & East,Jobgether,3.6,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,3-7 Yrs,3.0,7.0
14269,Business Development Representative (BDR),Jobgether,3.6,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,3-8 Yrs,3.0,8.0
14270,"Senior Services Sales Executive, Payments",Jobgether,3.6,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,1-4 Yrs,1.0,4.0
14271,Senior Sales Analyst - IN,Jobgether,3.6,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,2-5 Yrs,2.0,5.0
14272,Business Development Representative,Jobgether,3.6,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,1-3 Yrs,1.0,3.0
14273,Accountant,House of Edtech,4.2,Kolkata,Kolkata,Machine Learning Engineer,3-5 Yrs,3.0,5.0
14274,Assistant Project Manager,Jones Lang LaSalle (JLL),4.1,Kolkata,Kolkata,Machine Learning Engineer,3-8 Yrs,3.0,8.0
14275,Content Developer,Royale Hospitality Entertainment,3.6,Kolkata(Park Circus),Kolkata,Machine Learning Engineer,0-1 Yrs,0.0,0.0
14276,Azure Administrator-@Infosys,Infosys,3.5,"Hybrid - Kolkata, Noida, Visakhapatnam",Kolkata,Machine Learning Engineer,5-10 Yrs,5.0,10.0
14277,Ui/ux designer,House of Edtech,4.2,Kolkata,Kolkata,Machine Learning Engineer,0-2 Yrs,0.0,2.0
14278,Azure Administrator-@Infosys,Infosys,3.5,"Hybrid - Kolkata, Ahmedabad, Chennai",Kolkata,Machine Learning Engineer,5-10 Yrs,5.0,10.0
14279,Walk-in || Generative AI Developer,Tata Consultancy Services,3.3,"Kolkata, Visakhapatnam",Kolkata,Machine Learning Engineer,13 Jun,13.0,8.0
14280,Matlab Application Engineer,Elmax Systems And Solutions,4.6,Kolkata(Lake Gardens),Kolkata,Machine Learning Engineer,2-3 Yrs,2.0,3.0
14281,Transformation Lead - Media Domain,Gratitude India,3.6,"Kolkata, Pune, Mumbai (All Areas)",Kolkata,Machine Learning Engineer,10-15 Yrs,0.0,0.0
14282,B2B Sales Lead,House of Edtech,4.2,Kolkata,Kolkata,Machine Learning Engineer,4-7 Yrs,4.0,7.0
14283,AI Automation Intern,Kyptronix,4.2,Kolkata,Kolkata,Machine Learning Engineer,6 months duration,6.0,8.0
14284,Digital - GEN AI - Manager,EY,3.4,Kolkata,Kolkata,Machine Learning Engineer,3-6 Yrs,3.0,6.0
14285,Python Developer,Codezin Technology Solutions,4.5,Kolkata,Kolkata,Machine Learning Engineer,0-3 Yrs,0.0,3.0
14286,AI Voice Trainer - Bengali,Wing Assistant,4.3,"Kolkata, Siliguri, Asansol, Durgapur, Haldia",Kolkata,Machine Learning Engineer,0-4 Yrs,0.0,4.0
14287,AI Apprentice,Appseconnect,3.4,Kolkata,Kolkata,Machine Learning Engineer,0-2 Yrs,0.0,2.0
14288,AI Internship Opportunity,INTIME IT SERVICES PRIVATE LIMITED,3.6,Kolkata,Kolkata,Machine Learning Engineer,0-1 Yrs,0.0,0.0
14289,Business Development Associoate,House of Edtech,4.2,Kolkata,Kolkata,Machine Learning Engineer,0-5 Yrs,0.0,5.0
14290,Hiring AI-First Frontend Developer - (Hyd/Kolkata),2coms,3.1,Kolkata,Kolkata,Machine Learning Engineer,1-3 Yrs,1.0,3.0
14291,AI Product Security - AppSec - Assistant Manager,Grant Thornton India Pvt Ltd,3.4,Kolkata,Kolkata,Machine Learning Engineer,7-9 Yrs,7.0,9.0
14292,SEO Executive / Digital Marketing Executive (For Kolkata Office Only),A Us Based Digital Marketing Company,3.6,Kolkata(Sector 5 Salt Lake),Kolkata,Machine Learning Engineer,0-3 Yrs,0.0,3.0
14293,Social Media Marketing Intern,Lexiboom Ai,3.6,Kolkata,Kolkata,Machine Learning Engineer,0-1 Yrs,0.0,0.0
14294,GN-Industry Strategy-Energy Senior Manager,Accenture,3.7,Kolkata,Kolkata,Machine Learning Engineer,9-14 Yrs,9.0,14.0
14295,Intern Quantitative Research,Teesta Investment,3.6,Kolkata,Kolkata,Machine Learning Engineer,No fixed duration,4.0,8.0
14296,"VP, Risk & Portfolio Management",Comviva Technology,2.8,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,7-10 Yrs,7.0,10.0
14297,Intern,Myndroot,3.9,Kolkata,Kolkata,Machine Learning Engineer,0-4 Yrs,0.0,4.0
14298,AI Security Architect - Manager,Grant Thornton India Pvt Ltd,3.4,Kolkata,Kolkata,Machine Learning Engineer,10-15 Yrs,0.0,0.0
14299,Python with Fast API Developer,Tata Consultancy Services,3.3,"Kolkata, Chennai",Kolkata,Machine Learning Engineer,4-7 Yrs,4.0,7.0
14300,Intern,Majumdar And Co,3.6,Kolkata,Kolkata,Machine Learning Engineer,0-2 Yrs,0.0,2.0
14301,System Analyst,Inner Eye Consultancy Services,3.0,Kolkata(Alipore),Kolkata,Machine Learning Engineer,0-2 Yrs,0.0,2.0
14302,AI DEVELOPER - MANAGEMENT INFORMATION SYSTEM (CENTRAL),Mendine Pharmaceuticals,4.5,Kolkata,Kolkata,Machine Learning Engineer,0-2 Yrs,0.0,2.0
14303,Deputy Manager- Employee Ethics & Investigation,Paytm,3.2,"Kolkata, Noida, Mumbai, Pune",Kolkata,Machine Learning Engineer,3-6 Yrs,3.0,6.0
14304,AI DEVELOPER Professional,Inner Eye Consultancy Services,3.0,Kolkata,Kolkata,Machine Learning Engineer,0-2 Yrs,0.0,2.0
14305,Fresher,Nexucon Consultancy Services,3.6,Kolkata,Kolkata,Machine Learning Engineer,0-1 Yrs,0.0,0.0
14306,Admin Lead,House of Edtech,4.2,Kolkata,Kolkata,Machine Learning Engineer,2-7 Yrs,2.0,7.0
14307,Gen AI Professional,Leading Client,3.6,Kolkata,Kolkata,Machine Learning Engineer,2-7 Yrs,2.0,7.0
14308,It Lead (Administrator),House of Edtech,4.2,Kolkata,Kolkata,Machine Learning Engineer,4-6 Yrs,4.0,6.0
14309,Generative AI,MNC,3.6,"Hybrid - Kolkata, Hyderabad, Bengaluru",Kolkata,Machine Learning Engineer,5-10 Yrs,5.0,10.0
14310,Placement Officer - Operations & Corporate Partnerships,House of Edtech,4.2,"Hybrid - Kolkata, Pune, Bangalore Rural",Kolkata,Machine Learning Engineer,1-6 Yrs,1.0,6.0
14311,Fullstack Developer- AEON,Msh Business Consulting,3.2,"Hybrid - Kolkata, Bengaluru",Kolkata,Machine Learning Engineer,5-10 Yrs,5.0,10.0
14312,Robotic Instructor,Techvein,4.5,Kolkata,Kolkata,Machine Learning Engineer,0-5 Yrs,0.0,5.0
14313,ServiceNow Developer,Xerox Business Solutions Southeast,3.7,Kolkata,Kolkata,Machine Learning Engineer,5-6 Yrs,5.0,6.0
14314,Training And Placement Manager,Orion Edutech,3.6,Kolkata(New Town),Kolkata,Machine Learning Engineer,3-6 Yrs,3.0,6.0
14315,Research Associate,Bharat Earn Technology,3.6,Kolkata(Ballygunge),Kolkata,Machine Learning Engineer,1-6 Yrs,1.0,6.0
14316,Rpa Developer,Leading Client,3.6,Hybrid - Kolkata,Kolkata,Machine Learning Engineer,5-10 Yrs,5.0,10.0
14317,Business Development Manager,Leading Client,3.6,Kolkata,Kolkata,Machine Learning Engineer,5-10 Yrs,5.0,10.0
14318,Enabler-Lead Management,TUV SUD South Asia,4.0,Kolkata,Kolkata,Machine Learning Engineer,3-6 Yrs,3.0,6.0
14319,Manager Sales Enablement Lead Qualification,TUV SUD South Asia,4.0,Kolkata,Kolkata,Machine Learning Engineer,5-9 Yrs,5.0,9.0
14320,Account Executive - Enterprise Accounts,Regency Technologies,3.6,Singrauli,Kolkata,Machine Learning Engineer,10-15 Yrs,0.0,0.0
14321,Product Manager,Rapid Canvas,4.0,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,2-3 Yrs,2.0,3.0
14322,Operations Research Manager / Sr. Manager,ORMAE (Operations Research Machine learning & Analytics Experts LLP),2.7,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,8-13 Yrs,8.0,13.0
14323,Freelance Senior Linguist-Marketing & Life Sciences,Welo Data,4.5,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,5-10 Yrs,5.0,10.0
14324,Rust Developer,Tech Exactly,3.4,"Kolkata, Bengaluru",Kolkata,Machine Learning Engineer,5-8 Yrs,5.0,8.0
14325,Power platform developer,Ekloud Data Labs,3.6,"Hybrid - Kolkata, Hyderabad, Bengaluru",Kolkata,Machine Learning Engineer,6-9 Yrs,6.0,9.0
14326,"Senior Associate, Patient Analytics",KMK Consulting,3.6,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,3-8 Yrs,3.0,8.0
14327,Talent Acquisition Consultant,Msh Business Consulting,3.2,"Hybrid - Kolkata, Bengaluru",Kolkata,Machine Learning Engineer,4-8 Yrs,4.0,8.0
14328,Speech Language Pathologist,Christ Special School Bangalore,3.6,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,1-4 Yrs,1.0,4.0
14329,SAP Solution Architect (Private cloud end To end-FICO),Westernacher Consulting,4.1,"Kolkata, Mumbai, New Delhi, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,12-17 Yrs,12.0,17.0
14330,SAP EWM,Cloudxtreme,4.2,"Kolkata, Mumbai, Pune",Kolkata,Machine Learning Engineer,4-8 Yrs,4.0,8.0
14331,Python Developer,MWB Technologies,2.8,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,2-6 Yrs,2.0,6.0
14332,SAP EAM/PM Consultant,Westernacher Consulting,4.1,"Kolkata, Mumbai, New Delhi, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,8-13 Yrs,8.0,13.0
14333,Freelance Linguist-Telugu (India),Welo Data,4.5,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,2-7 Yrs,2.0,7.0
14334,AI Content Creation Professional,Superstuff,3.6,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,1-3 Yrs,1.0,3.0
14335,AI SEO Professional,Superstuff,3.6,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,1-4 Yrs,1.0,4.0
14336,"Senior Analyst, Digital Marketing",JustAnswer Innovations India Private Limited,3.0,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,5-10 Yrs,5.0,10.0
14337,Aws serverless Developer+ Python,Codersbrain India,3.1,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,6-10 Yrs,6.0,10.0
14338,Bengali Linguistic Projects Professional,Sigma Ai,2.6,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,2-7 Yrs,2.0,7.0
14339,SDR Manager,Sales Pro Business Solutions,3.4,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,3-6 Yrs,3.0,6.0
14340,Chief Technical Officer - CTO,Career Vitaminz,3.6,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,2-4 Yrs,2.0,4.0
14341,"Senior MLE - MLOps, Python, GCP, VertexAI, GKE",UPS Supply Chain Solutions (UPS SCS),3.6,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,4-7 Yrs,4.0,7.0
14342,Specialist - Software Support,Convergepoint,3.7,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,1-3 Yrs,1.0,3.0
14343,"Full Stack Developer (.Net, React JS, C# and SQL)",Convergepoint,3.7,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,3-7 Yrs,3.0,7.0
14344,Information Security II,BCForward,3.6,Hybrid - Kolkata,Kolkata,Machine Learning Engineer,6-10 Yrs,6.0,10.0
14345,Trade Document Specialist,Stack Digital,3.6,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,4-6 Yrs,4.0,6.0
14346,AI Marketing Intern,Qolaba,3.6,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,2-7 Yrs,2.0,7.0
14347,ML Developer,Cognitive View,3.6,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,2-5 Yrs,2.0,5.0
14348,UX Designer,Suzega,3.6,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,10-15 Yrs,0.0,0.0
14349,Chatbot Developer,Logic Planet,2.8,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,5-10 Yrs,5.0,10.0
14350,Bot Developer,Logic Planet,2.8,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,5-7 Yrs,5.0,7.0
14351,Regional Sales Manager,Nextmeta Labs,2.2,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,10-15 Yrs,0.0,0.0
14352,Online Coding Instructo K-12,Techokids,4.0,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,3-5 Yrs,3.0,5.0
14353,Senior Blockchain Developer,Shriffle Technologies,3.8,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,3-8 Yrs,3.0,8.0
14354,Junior Python Developers,Cal4care,3.0,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,2-5 Yrs,2.0,5.0
14355,Online Coding Tutor K-12,Techokids,4.0,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,2-5 Yrs,2.0,5.0
14356,Associate Sales Manager (Freshers)- B2C Sales,Techokids,4.0,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,2-3 Yrs,2.0,3.0
14357,Product Manager Jr (AI-Enabled,Figmenta,3.6,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,2-5 Yrs,2.0,5.0
14358,AI/ML Computer Vision Expert,Emagine,3.5,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,2-7 Yrs,2.0,7.0
14359,Accounts Manager (KPO),Indo Global Esupport,3.5,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,2-5 Yrs,2.0,5.0
14360,Program Manager - AICTE Indovation Center Partnership,Wadhwani Foundation,3.5,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,3-6 Yrs,3.0,6.0
14361,SAP FICO/ Public Cloud Consultant,Westernacher Consulting,4.1,"Kolkata, Mumbai, New Delhi, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,8-13 Yrs,8.0,13.0
14362,"Dir, Architecture","inVentiv Health Clinical SRE, LLC",3.6,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,8-12 Yrs,8.0,12.0
14363,Ai / ML Developer,Weboccult Technologies,2.9,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,1-3 Yrs,1.0,3.0
14364,Talent Acquisition Recruiter,Abbyy,2.8,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Kolkata,Machine Learning Engineer,1-3 Yrs,1.0,3.0
14365,Junior Power Apps Developer,Lalbaba Engineering Group,3.3,Kolkata(Minto Park),Kolkata,Machine Learning Engineer,1-3 Yrs,1.0,3.0
14366,Social Media Manager,Nxttech Worldwide Llp,3.6,Kolkata(Ballygunge),Kolkata,Machine Learning Engineer,1-3 Yrs,1.0,3.0
14367,Technical Marketing & Communications Content Strategist,Galaxy Capital Partners,3.6,Kolkata,Kolkata,Machine Learning Engineer,5-9 Yrs,5.0,9.0
14368,MLOPS Engineer_C,Service based Top B2B MNC in IT Services Sector,3.6,Hybrid - Kolkata,Kolkata,Machine Learning Engineer,6-10 Yrs,6.0,10.0
14369,MongoDB Basics Part-I,Dexlab Analytics,5.0,Kolkata,Kolkata,Machine Learning Engineer,2-5 Yrs,2.0,5.0
14370,Python Fullstack Developer,Service based Top B2B MNC in IT Services Domain,3.6,Hybrid - Kolkata,Kolkata,Machine Learning Engineer,5-10 Yrs,5.0,10.0
14371,Sales Manager,Magnatron International,3.4,Kolkata(New Alipore),Kolkata,Machine Learning Engineer,3-8 Yrs,3.0,8.0
14372,Sales and Collection Associate,House of Edtech,4.2,Kolkata,Kolkata,Machine Learning Engineer,1-3 Yrs,1.0,3.0
14373,IT Manager (Administrator),House of Edtech,4.2,Kolkata,Kolkata,Machine Learning Engineer,3-8 Yrs,3.0,8.0
14374,Placement Officer - Operations & Corporate Partnerships,House of Edtech,4.2,Kolkata,Kolkata,Machine Learning Engineer,1-4 Yrs,1.0,4.0
14375,Claude Integration Partner,Esolz Technologies,2.4,Kolkata,Kolkata,Machine Learning Engineer,1-5 Yrs,1.0,5.0
14376,Customer Services Professional,Plutonapps,2.2,Kolkata,Kolkata,Machine Learning Engineer,1-4 Yrs,1.0,4.0
14377,Account Executive - Enterprise Accounts,Iron Mountain,3.7,Kolkata,Kolkata,Machine Learning Engineer,10-15 Yrs,0.0,0.0
14378,Gen AI,Service Industry,3.6,Kolkata,Kolkata,Machine Learning Engineer,8-13 Yrs,8.0,13.0
14379,AI Web Apps Professional,Esolz Technologies,2.4,Kolkata,Kolkata,Machine Learning Engineer,1-5 Yrs,1.0,5.0
14380,Java Full Stack Developer,with one of our Level 5 Client,3.6,Kolkata,Kolkata,Machine Learning Engineer,6-11 Yrs,6.0,11.0
14381,Java Back End Developer,Bcforward,3.6,Kolkata,Kolkata,Machine Learning Engineer,6-11 Yrs,6.0,11.0
